cod_jugador,nombre,cod_equipo,pierna,altura,pais,codigo_fifa
3878,Santiago Solari,154,Right,"178cm / 5'10""",Argentina,273711
3879,Jhon Solís,45,Right,"189cm / 6'2""",Colombia,267894
3880,Alan Soñora,260,Left,"171cm / 5'7""",United States,252240
3881,Brandon Soppy,50,Right,"181cm / 5'11""",France,258407
3882,Yira Sor,141,Right,"174cm / 5'9""",Nigeria,266616
3883,Cheick Souaré,238,Left,"179cm / 5'10""",France,257306
3884,Hélder Costa,227,Left,"179cm / 5'10""",Angola,221743
3885,Harry Souttar,178,Right,"198cm / 6'6""",Australia,229901
3886,Leonai,202,Right,"174cm / 5'9""",Brazil,255684
3887,Dayne St. Clair,220,Left,"191cm / 6'3""",Canada,247228
3888,Pascal Stenzel,72,Right,"183cm / 6'0""",Germany,229584
3889,Leonidas Stergiou,72,Right,"180cm / 5'11""",Switzerland,247360
3890,Ross Stewart,69,Right,"188cm / 6'2""",Scotland,244319
3891,Filip Stojković,242,Right,"180cm / 5'11""",Montenegro,235055
3892,Jordan Storey,295,Right,"188cm / 6'2""",England,235464
3893,Carlos Strandberg,316,Left,"187cm / 6'2""",Sweden,215965
3894,Cristián Suárez,436,Right,"179cm / 5'10""",Chile,213846
3895,Kamaldeen Sulemana,69,Right,"175cm / 5'9""",Ghana,256035
3896,Ibrahim Sulemana,50,Right,"180cm / 5'11""",Ghana,271577
3897,Sam Surridge,102,Right,"191cm / 6'3""",England,234249
3898,Gastón Suso,367,Left,"190cm / 6'3""",Argentina,235004
3899,Zion Suzuki,160,Right,"190cm / 6'3""",Japan,255981
3900,Jan Sýkora,238,Left,"171cm / 5'7""",Czech Republic,236547
3901,Iván Tapia,428,Right,"179cm / 5'10""",Argentina,266867
3902,Cristian Tarragona,180,Right,"176cm / 5'9""",Argentina,232729
3903,César Tárrega,26,Right,"193cm / 6'4""",Spain,265726
3904,Robert Taylor,9,Right,"182cm / 6'0""",Finland,239944
3905,Filippo Terracciano,15,Right,"181cm / 5'11""",Italy,271579
3906,Aleksa Terzić,135,Left,"184cm / 6'0""",Serbia,252573
3907,Tanner Tessmann,53,Right,"188cm / 6'2""",United States,256104
3908,Cedric Teuchert,111,Right,"182cm / 6'0""",Germany,226050
3909,Isaac Kiese Thelin,310,Right,"189cm / 6'2""",Sweden,205985
3910,Kévin Théophile-Catherine,151,Right,"183cm / 6'0""",France,190868
3911,Norman Theuerkauf,183,Left,"183cm / 6'0""",Germany,183573
3912,Bobby Thomas,233,Right,"193cm / 6'4""",England,257253
3913,Sorba Thomas,168,Right,"185cm / 6'1""",Wales,260478
3914,Luke Thomas,109,Left,"177cm / 5'10""",England,254470
3915,Erik Thommy,390,Right,"175cm / 5'9""",Germany,221797
3916,Timothy Tillman,39,Right,"183cm / 6'0""",United States,240319
3917,Nouhou,186,Left,"178cm / 5'10""",Cameroon,237469
3918,Boris Tomiak,301,Right,"193cm / 6'4""",Germany,262119
3919,Michal Tomič,162,Right,"181cm / 5'11""",Slovakia,277027
3920,Jens Toornstra,246,Right,"178cm / 5'10""",Holland,198006
3921,Jonatan Torres,147,Right,"187cm / 6'2""",Argentina,221955
3922,Nemanja Tošić,361,Left,"189cm / 6'2""",Serbia,73173
3923,Aiyegun Tosin,148,Right,"179cm / 5'10""",Benin,253181
3924,Conor Townsend,152,Left,"183cm / 6'0""",England,203751
3925,Mattéo Tramoni,300,Right,"175cm / 5'9""",France,240797
3926,Mamadou Traore,285,Right,"191cm / 6'3""",Mali,237033
3927,Boubacar Traoré,91,Right,"183cm / 6'0""",Mali,252975
3928,Jesús Trindade,202,Right,"176cm / 5'9""",Uruguay,253275
3929,Sondre Tronstad,250,Right,"174cm / 5'9""",Norway,212099
3930,Nathan Trott,172,Left,"188cm / 6'2""",England,238060
3931,Fran Tudor,324,Right,"173cm / 5'8""",Croatia,254822
3932,David Turnbull,253,Right,"185cm / 6'1""",Scotland,234111
3933,Scott Twine,368,Right,"174cm / 5'9""",England,237619
3934,Rodrigo Ureña,389,Right,"179cm / 5'10""",Chile,214414
3935,Jere Uronen,243,Left,"177cm / 5'10""",Finland,207593
3936,Moses Usor,242,Left,"181cm / 5'11""",Nigeria,271092
3937,Etienne Vaessen,437,Right,"189cm / 6'2""",Suriname,250916
3938,Georgios Vagiannidis,124,Right,"181cm / 5'11""",Greece,255634
3939,Bruno Wilson,216,Right,"191cm / 6'3""",Portugal,236924
3940,Leonardo Valencia,438,Right,"173cm / 5'8""",Chile,214429
3941,Nuno Santos,182,Right,"179cm / 5'10""",Portugal,251438
3942,Yan Valery,351,Right,"185cm / 6'1""",Tunisia,236316
3943,Albert Vallci,302,Right,"191cm / 6'3""",Austria,243661
3944,Théo Valls,356,Left,"178cm / 5'10""",France,225629
3945,Zeno Van Den Bosch,74,Right,"191cm / 6'3""",Belgium,260931
3946,Hannes Van Der Bruggen,173,Right,"181cm / 5'11""",Belgium,201438
3947,Sydney van Hooijdonk,402,Right,"188cm / 6'2""",Holland,244601
3948,Jari Vandeputte,240,Right,"173cm / 5'8""",Belgium,217338
3949,Leonel Vangioni,92,Left,"181cm / 5'11""",Argentina,212541
3950,Zinho Vanheusden,231,Right,"187cm / 6'2""",Belgium,241103
3951,Jhon Vásquez,386,Right,"176cm / 5'9""",Colombia,230638
3952,Emiliano Velázquez,337,Right,"184cm / 6'0""",Uruguay,225299
3953,Kristoffer Velde,115,Right,"179cm / 5'10""",Norway,238303
3954,Lorenzo Venuti,195,Right,"176cm / 5'9""",Italy,220509
3955,Calvin Verdonk,192,Left,"174cm / 5'9""",Indonesia,227794
3956,Gastón Verón,229,Right,"184cm / 6'0""",Argentina,242250
3957,Arno Verschueren,189,Right,"184cm / 6'0""",Belgium,224163
3958,Birger Verstraete,383,Right,"174cm / 5'9""",Belgium,210831
3959,Carlos Vicente,123,Right,"179cm / 5'10""",Spain,244767
3960,Paulinho,185,Left,"178cm / 5'10""",Brazil,251847
3961,Emanuel Vignato,300,Right,"175cm / 5'9""",Italy,240661
3962,Mikel Villanueva,182,Left,"192cm / 6'4""",Venezuela,233329
3963,Gonzalo Villar,164,Right,"181cm / 5'11""",Spain,244393
3964,Mattia Viti,171,Left,"190cm / 6'3""",Italy,264044
3965,Mërgim Vojvoda,46,Right,"186cm / 6'1""",Kosovo,228349
3966,Nazar Voloshyn,129,Right,"175cm / 5'9""",Ukraine,274726
3967,Neto Volpi,318,Right,"189cm / 6'2""",Brazil,207899
3968,Andrés Vombergar,165,Right,"187cm / 6'2""",Slovenia,247143
3969,Bart Vriends,439,Right,"188cm / 6'2""",Holland,216193
3970,Patrik Wålemark,393,Left,"183cm / 6'0""",Sweden,254148
3971,Rémi Walter,390,Left,"175cm / 5'9""",France,213313
3972,Timon Weiner,273,Right,"189cm / 6'2""",Germany,244001
3973,Shon Weissman,164,Right,"174cm / 5'9""",Israel,251412
3974,Brian White,117,Right,"181cm / 5'11""",United States,243456
3975,Christian Witzig,302,Right,"178cm / 5'10""",Switzerland,263745
3976,Hannes Wolf,329,Left,"179cm / 5'10""",Austria,236935
3977,Freddie Woodman,295,Right,"188cm / 6'2""",England,222514
3978,Paweł Wszołek,431,Right,"186cm / 6'1""",Poland,203568
3979,Yan Junling,114,Right,"191cm / 6'3""",China PR,224599
3980,Mert Hakan Yandaş,37,Right,"174cm / 5'9""",Turkey,240837
3981,Rubén Yáñez,205,Right,"188cm / 6'2""",Spain,219836
3982,Kelvin Yeboah,220,Right,"183cm / 6'0""",Italy,251229
3983,DeAndre Yedlin,59,Right,"171cm / 5'7""",United States,212722
3984,Darlin Yongwa,148,Left,"174cm / 5'9""",Cameroon,253490
3985,Élie Youan,406,Right,"183cm / 6'0""",France,238509
3986,Amin Younes,320,Right,"170cm / 5'7""",Germany,205966
3987,Alessio Zerbin,13,Right,"182cm / 6'0""",Italy,237669
3988,Jacob Widell Zetterström,409,Right,"197cm / 6'6""",Sweden,247022
3989,Philipp Ziereis,242,Right,"189cm / 6'2""",Germany,209196
3990,Ondřej Zmrzlý,113,Left,"185cm / 6'1""",Czech Republic,71451
3991,Jeroen Zoet,95,Right,"188cm / 6'2""",Holland,190778
3992,Bruno Zuculini,154,Right,"182cm / 6'0""",Argentina,203864
3993,A Lan,354,Right,"184cm / 6'0""",China PR,188044
3994,Ramón Ábila,260,Right,"177cm / 5'10""",Argentina,226378
3995,Joe Abrigo,436,Left,"168cm / 5'6""",Chile,236956
3996,Junior Adamu,52,Right,"183cm / 6'0""",Austria,257877
3997,Davide Adorni,405,Right,"185cm / 6'1""",Italy,208146
3998,Washington Aguerre,174,Right,"188cm / 6'2""",Uruguay,253847
3999,Juan Felipe Aguirre,150,Right,"186cm / 6'1""",Colombia,242484
4000,Ahn Hyun Beom,380,Right,"179cm / 5'10""",Korea Republic,227788
4001,Ahn Young Kyu,421,Right,"185cm / 6'1""",Korea Republic,208073
4002,Anouar Ait El Hadj,166,Right,"170cm / 5'7""",Belgium,252108
4003,Semi Ajayi,294,Right,"193cm / 6'4""",Nigeria,207952
4004,Gökhan Akkan,270,Right,"188cm / 6'2""",Turkey,229637
4005,Sami Al Khaibari,56,Right,"185cm / 6'1""",Saudi Arabia,238902
4006,Iván Alejo,175,Right,"184cm / 6'0""",Spain,231280
4007,Doğan Alemdar,118,Right,"189cm / 6'2""",Turkey,245822
4008,Algobia,188,Right,"180cm / 5'11""",Spain,246592
4009,Mukhtar Ali,20,Right,"183cm / 6'0""",Saudi Arabia,232901
4010,Denis Alibec,440,Left,"187cm / 6'2""",Romania,197971
4011,Ezgjan Alioski,25,Left,"172cm / 5'8""",North Macedonia,206006
4012,Nabil Alioui,230,Right,"175cm / 5'9""",France,245364
4013,Ignacio Aliseda,236,Left,"168cm / 5'6""",Argentina,246145
4014,Alkain,244,Right,"174cm / 5'9""",Spain,256059
4015,Bruno Costa,337,Right,"174cm / 5'9""",Portugal,244960
4016,Miguel Lopes,303,Right,"183cm / 6'0""",Portugal,188840
4017,Giorgio Altare,225,Right,"190cm / 6'3""",Italy,263647
4018,Jaime Alvarado,386,Right,"180cm / 5'11""",Colombia,245998
4019,Agustín Álvarez,211,Right,"177cm / 5'10""",Uruguay,258846
4020,Viti Rozada,73,Right,"170cm / 5'7""",Spain,234350
4021,Pedro Henrique,416,Right,"190cm / 6'3""",Brazil,257703
4022,Kikas,303,Right,"177cm / 5'10""",Portugal,245240
4023,Lisandro Alzugaray,212,Left,"176cm / 5'9""",Argentina,245357
4024,Jair Amador,245,Left,"190cm / 6'3""",Portugal,234731
4025,Jordan Amavi,93,Left,"176cm / 5'9""",France,219681
4026,Thierry Ambrose,257,Right,"178cm / 5'10""",France,221350
4027,Aurèle Amenda,57,Right,"194cm / 6'4""",Switzerland,270846
4028,José Amo,364,Right,"181cm / 5'11""",Spain,231320
4029,Lucas Andersen,252,Right,"185cm / 6'1""",Denmark,203903
4030,Joel Andersson,185,Right,"178cm / 5'10""",Sweden,227600
4031,Oleksandr Andrievskyi,129,Left,"179cm / 5'10""",Ukraine,244375
4032,Fabrizio Angileri,71,Left,"185cm / 6'1""",Argentina,215160
4033,Giorgi Arabidze,219,Left,"173cm / 5'8""",Georgia,244182
4034,Oliver Arblaster,178,Right,"178cm / 5'10""",England,271063
4035,Carlos Arboleda,441,Left,"173cm / 5'8""",Ecuador,253328
4036,Adu Ares,245,Right,"183cm / 6'0""",Spain,271037
4037,Jorge Arias,187,Left,"182cm / 6'0""",Colombia,214195
4038,José Arnáiz,94,Right,"173cm / 5'8""",Spain,231530
4039,Paul Arriola,142,Right,"168cm / 5'6""",United States,217714
4040,Dixon Arroyo,202,Right,"179cm / 5'10""",Ecuador,254234
4041,Zoran Arsenić,324,Right,"187cm / 6'2""",Croatia,239179
4042,Majeed Ashimeru,131,Right,"182cm / 6'0""",Ghana,242045
4043,Simon Asta,375,Right,"178cm / 5'10""",Germany,242850
4044,Atienza,411,Right,"186cm / 6'1""",Spain,254786
4045,Jonas Auer,355,Left,"182cm / 6'0""",Austria,244795
4046,Mathias Autret,326,Right,"179cm / 5'10""",France,198348
4047,Donis Avdijaj,442,Right,"173cm / 5'8""",Kosovo,221896
4048,Gastón Ávila,82,Left,"182cm / 6'0""",Argentina,247467
4049,Tomás Avilés,9,Right,"186cm / 6'1""",Argentina,274569
4050,Chidozie Awaziem,59,Right,"189cm / 6'2""",Nigeria,232693
4051,Irakli Azarov,156,Left,"179cm / 5'10""",Georgia,278075
4052,Volkan Babacan,170,Right,"192cm / 6'4""",Turkey,188524
4053,Daniel Bachmann,341,Right,"191cm / 6'3""",Austria,209532
4054,Juninho Bacuna,215,Right,"178cm / 5'10""",Curaçao,226677
4055,Michael Baidoo,398,Right,"174cm / 5'9""",Ghana,239579
4056,Lewis Baker,250,Right,"182cm / 6'0""",England,211504
4057,George Baldock,124,Right,"175cm / 5'9""",Greece,200855
4058,Jure Balkovec,275,Left,"185cm / 6'1""",Slovenia,238941
4059,Thierno Ballo,403,Right,"172cm / 5'8""",Austria,248356
4060,Fodé Ballo-Touré,15,Left,"182cm / 6'0""",Senegal,236723
4061,Abdoulaye Bamba,299,Right,"182cm / 6'0""",Côte d'Ivoire,199313
4062,Nicușor Bancu,327,Left,"178cm / 5'10""",Romania,243000
4063,Filippo Bandinelli,338,Left,"180cm / 5'11""",Italy,231428
4064,Rayyan Baniya,209,Right,"192cm / 6'4""",Turkey,264284
4065,Lucas Barcelos,291,Right,"182cm / 6'0""",Brazil,272870
4066,Roony Bardghji,172,Left,"173cm / 5'8""",Sweden,265600
4067,Tai Baribo,201,Right,"181cm / 5'11""",Israel,263180
4068,Daniel Barlaser,330,Right,"184cm / 6'0""",England,227806
4069,Alain Baroja,443,Right,"185cm / 6'1""",Venezuela,217095
4070,Cristian Barrios,331,Left,"163cm / 5'4""",Colombia,241601
4071,Cole Bassett,284,Right,"180cm / 5'11""",United States,245341
4072,Samuel Bastien,407,Right,"175cm / 5'9""",Congo DR,223926
4073,David Bates,248,Right,"190cm / 6'3""",Scotland,235729
4074,Gabriel Batista,370,Right,"188cm / 6'2""",Brazil,271571
4075,Bilal Bayazıt,362,Right,"185cm / 6'1""",Turkey,240856
4076,Emin Bayram,395,Right,"192cm / 6'4""",Turkey,255558
4077,Adrian Beck,183,Right,"185cm / 6'1""",Germany,253133
4078,Alejandro Bedoya,201,Right,"178cm / 5'10""",United States,191173
4079,Jobe Bellingham,158,Right,"191cm / 6'3""",England,270964
4080,Jeanuël Belocian,11,Left,"182cm / 6'0""",France,268622
4081,Luis Benítes,433,Right,"160cm / 5'3""",Peru,259781
4082,Jorge Benítez,348,Right,"182cm / 6'0""",Paraguay,225021
4083,Yassine Benrahou,85,Left,"172cm / 5'8""",Morocco,244863
4084,Rubén Bentancourt,337,Right,"184cm / 6'0""",Uruguay,205972
4085,Berrocal,71,Right,"187cm / 6'2""",Spain,240859
4086,Marcus Bettinelli,28,Right,"193cm / 6'4""",England,204246
4087,Giulian Biancone,115,Right,"187cm / 6'2""",France,246679
4088,Jake Bidwell,233,Left,"183cm / 6'0""",England,196952
4089,Brian Blasi,255,Right,"180cm / 5'11""",Argentina,231538
4090,Lewin Blum,261,Right,"181cm / 5'11""",Switzerland,267485
4091,Éric Bocat,249,Left,"182cm / 6'0""",France,255446
4092,Herbert Bockhorn,400,Right,"177cm / 5'10""",Uganda,252014
4093,Mateusz Bogusz,39,Right,"175cm / 5'9""",Poland,247351
4094,Emil Bohinen,145,Left,"189cm / 6'2""",Norway,234894
4095,Kevin Bonifazi,78,Right,"187cm / 6'2""",Italy,235290
4096,Taylor Booth,246,Right,"173cm / 5'8""",United States,256887
4097,Robin Bormuth,345,Right,"190cm / 6'3""",Germany,233785
4098,Erik Botheim,310,Right,"187cm / 6'2""",Norway,239125
4099,Endre Botka,112,Right,"178cm / 5'10""",Hungary,230718
4100,Mohamed Bouldini,224,Left,"184cm / 6'0""",Morocco,262744
4101,Hugo Boumous,444,Right,"173cm / 5'8""",Morocco,223618
4102,Bilal Boutobba,316,Left,"172cm / 5'8""",France,226295
4103,Tom Bradshaw,308,Right,"178cm / 5'10""",Wales,198437
4104,Billal Brahimi,76,Left,"183cm / 6'0""",Algeria,257975
4105,Simone Branca,445,Left,"179cm / 5'10""",Italy,208311
4106,Mattijs Branderhorst,407,Right,"192cm / 6'4""",Holland,210832
4107,Cameron Brannagan,446,Right,"180cm / 5'11""",England,220940
4108,Claudio Bravo,136,Left,"170cm / 5'7""",Argentina,232646
4109,James Bree,69,Right,"178cm / 5'10""",England,222156
4110,David Brekalo,125,Right,"186cm / 6'1""",Slovenia,264085
4111,Abel Bretones,94,Left,"188cm / 6'2""",Spain,271145
4112,Norberto Briasco,255,Right,"186cm / 6'1""",Armenia,235989
4113,Bruno Brígido,303,Right,"187cm / 6'2""",Brazil,213952
4114,Callum Brittain,250,Right,"179cm / 5'10""",England,232185
4115,Dylan Bronn,282,Right,"185cm / 6'1""",Tunisia,235565
4116,Archie Brown,277,Left,"190cm / 6'3""",England,262968
4117,Brugui,188,Left,"174cm / 5'9""",Spain,241591
4118,Joe Bryan,308,Left,"173cm / 5'8""",England,203505
4119,Lee Buchanan,359,Left,"175cm / 5'9""",England,247385
4120,Fabijan Buntić,314,Left,"194cm / 6'4""",Croatia,234877
4121,Reece Burke,137,Right,"189cm / 6'2""",England,221456
4122,Harrison Burrows,178,Left,"178cm / 5'10""",England,248050
4123,Maxime Busi,122,Right,"182cm / 6'0""",Belgium,245084
4124,Erick Cabaco,313,Right,"185cm / 6'1""",Uruguay,236331
4125,Ben Cabango,352,Right,"186cm / 6'1""",Wales,248687
4126,Mattia Caldara,360,Right,"187cm / 6'2""",Italy,220477
4127,Drake Callender,9,Right,"191cm / 6'3""",United States,254962
4128,Leonardo Campana,9,Left,"187cm / 6'2""",Ecuador,253568
4129,Ángelo Campos,228,Right,"182cm / 6'0""",Peru,254198
4130,Luigi Canotto,336,Right,"178cm / 5'10""",Italy,235021
4131,Cantero,411,Left,"189cm / 6'2""",Spain,219637
4132,Mateo Carabajal,234,Right,"179cm / 5'10""",Argentina,241064
4133,Iza Carcelén,175,Right,"174cm / 5'9""",Spain,220348
4134,Jofre,153,Right,"175cm / 5'9""",Spain,258949
4135,Hayden Carter,250,Right,"188cm / 6'2""",England,242751
4136,Martim Neto,207,Right,"181cm / 5'11""",Portugal,270109
4137,José Carvallo,425,Right,"180cm / 5'11""",Peru,186655
4138,Santiago Cáseres,193,Right,"179cm / 5'10""",Argentina,236527
4139,Michele Castagnetti,240,Left,"180cm / 5'11""",Italy,235163
4140,Lucas Castro,255,Right,"182cm / 6'0""",Argentina,205633
4141,Jens Castrop,276,Right,"178cm / 5'10""",Germany,264194
4142,Pietro Ceccaroni,209,Left,"188cm / 6'2""",Italy,219956
4143,Ezequiel Centurión,307,Right,"184cm / 6'0""",Argentina,246236
4144,Fuzato,244,Right,"190cm / 6'3""",Brazil,244363
4145,Nathaniel Chalobah,351,Right,"187cm / 6'2""",England,205897
4146,Štěpán Chaloupek,113,Right,"188cm / 6'2""",Czech Republic,73456
4147,Dylan Chambost,119,Left,"177cm / 5'10""",France,245855
4148,Eder Chaux,386,Right,"189cm / 6'2""",Colombia,214415
4149,Pep Chavarría,68,Left,"174cm / 5'9""",Spain,258371
4150,Ignacio Chicco,263,Right,"184cm / 6'0""",Argentina,232817
4151,Mathieu Choinière,429,Right,"175cm / 5'9""",Canada,244680
4152,Gojko Cimirot,56,Right,"178cm / 5'10""",Bosnia and Herzegovina,230850
4153,Léo Cittadini,114,Left,"178cm / 5'10""",Brazil,215791
4154,Steve Clark,120,Right,"188cm / 6'2""",United States,198355
4155,Leighton Clarkson,430,Right,"175cm / 5'9""",England,252134
4156,Maxime Colin,271,Right,"180cm / 5'11""",France,201136
4157,Álex Collado,140,Left,"177cm / 5'10""",Spain,242999
4158,Jamilu Collins,253,Left,"183cm / 6'0""",Nigeria,241135
4159,Cristian Colmán,255,Right,"185cm / 6'1""",Paraguay,237461
4160,Andrea Compagno,344,Right,"195cm / 6'5""",Italy,262447
4161,Jairo Concha,389,Right,"175cm / 5'9""",Peru,264796
4162,Leo Cordeiro,303,Right,"174cm / 5'9""",Brazil,251447
4163,Óscar Cortés,130,Right,"178cm / 5'10""",Colombia,266673
4164,Aldo Corzo,389,Right,"173cm / 5'8""",Peru,196688
4165,Pedro Álvaro,227,Right,"186cm / 6'1""",Portugal,251434
4166,Luís Silva,414,Left,"185cm / 6'1""",Portugal,219468
4167,Matteo Cotali,360,Left,"177cm / 5'10""",Italy,232271
4168,Tanguy Coulibaly,86,Left,"179cm / 5'10""",France,251401
4169,Lewie Coyle,283,Right,"174cm / 5'9""",England,224099
4170,Matt Crooks,108,Right,"192cm / 6'4""",England,202693
4171,William Cuesta,318,Right,"195cm / 6'5""",Colombia,214353
4172,Michaël Cuisance,226,Left,"181cm / 5'11""",France,239744
4173,Rui Pedro,316,Right,"182cm / 6'0""",Portugal,236893
4174,Damian Dąbrowski,447,Right,"182cm / 6'0""",Poland,198046
4175,Mats Møller Dæhli,214,Right,"172cm / 5'8""",Norway,201877
4176,Johan Dahlin,310,Right,"192cm / 6'4""",Sweden,164484
4177,Kryštof Daněk,110,Left,"182cm / 6'0""",Czech Republic,269512
4178,Bradley Danger,448,Right,"180cm / 5'11""",France,243412
4179,Pál Dárdai,226,Left,"180cm / 5'11""",Hungary,238271
4180,Lukas Daschner,191,Right,"182cm / 6'0""",Germany,238980
4181,De La Fuente,188,Right,"179cm / 5'10""",Spain,245290
4182,Hernán De La Fuente,260,Right,"177cm / 5'10""",Argentina,241696
4183,Marcos André,144,Right,"184cm / 6'0""",Brazil,252084
4184,Madson,256,Left,"164cm / 5'5""",Brazil,275548
4185,Del Moral,203,Right,"185cm / 6'1""",Spain,269638
4186,Fisayo Dele-Bashiru,43,Right,"186cm / 6'1""",Nigeria,258890
4187,Karamoko Dembélé,252,Left,"167cm / 5'6""",England,246682
4188,José Devecchi,258,Right,"188cm / 6'2""",Argentina,225282
4189,Raffaele Di Gennaro,7,Right,"188cm / 6'2""",Italy,219715
4190,Davide Diaw,103,Right,"191cm / 6'3""",Italy,236213
4191,Juan Cruz,99,Left,"177cm / 5'10""",Spain,243604
4192,Lorenzo Dickmann,405,Right,"177cm / 5'10""",Italy,229456
4193,Daryl Dike,294,Right,"188cm / 6'2""",United States,255043
4194,Sokratis Dioudis,223,Right,"189cm / 6'2""",Greece,207683
4195,Franculino,185,Left,"182cm / 6'0""",Guinea-Bissau,277211
4196,George Dobson,449,Right,"185cm / 6'1""",England,225769
4197,Carlos Domínguez,29,Left,"187cm / 6'2""",Spain,262140
4198,Álex Domínguez,127,Right,"186cm / 6'1""",Spain,243201
4199,Doo Hyun Seok,421,Right,"169cm / 5'7""",Korea Republic,243422
4200,Bruno Nazario,347,Left,"175cm / 5'9""",Brazil,219908
4201,Daniel Penha,337,Left,"170cm / 5'7""",Brazil,264324
4202,Cody Drameh,283,Right,"184cm / 6'0""",England,254529
4203,Couhaib Driouech,62,Left,"175cm / 5'9""",Morocco,258753
4204,Jeremy Dudziak,226,Left,"176cm / 5'9""",Tunisia,206463
4205,Milan Đurić,103,Right,"198cm / 6'6""",Bosnia and Herzegovina,192840
4206,Serdar Dursun,275,Right,"190cm / 6'3""",Turkey,206104
4207,Dennis Eckert Ayensa,166,Right,"183cm / 6'0""",Germany,239323
4208,George Edmundson,330,Right,"190cm / 6'3""",England,228888
4209,Samuel Edozie,69,Right,"181cm / 5'11""",England,263953
4210,Victor Edvardsen,450,Right,"185cm / 6'1""",Sweden,259921
4211,Johannes Eggestein,274,Right,"183cm / 6'0""",Germany,234399
4212,İrfan Can Eğribayat,37,Right,"193cm / 6'4""",Turkey,234341
4213,Kingsley Ehizibue,200,Right,"189cm / 6'2""",Nigeria,225669
4214,Khalid Eissa,105,Right,"179cm / 5'10""",United Arab Emirates,247072
4215,Albin Ekdal,311,Right,"186cm / 6'1""",Sweden,181318
4216,Caleb Ekuban,145,Right,"182cm / 6'0""",Ghana,239795
4217,Oussama El Azzouzi,64,Right,"189cm / 6'2""",Morocco,269745
4218,Oualid El Hajjam,208,Right,"181cm / 5'11""",Morocco,234514
4219,Farid El Melali,299,Right,"168cm / 5'6""",Algeria,245283
4220,Omar Elabdellaoui,162,Right,"179cm / 5'10""",Norway,190824
4221,Elgezabal,188,Right,"185cm / 6'1""",Spain,233588
4222,Juan Elordi,154,Left,"176cm / 5'9""",Argentina,69957
4223,Lukas Engel,330,Left,"178cm / 5'10""",Denmark,260842
4224,Yannik Engelhardt,58,Right,"184cm / 6'0""",Germany,262906
4225,Ramiro Enrique,125,Right,"171cm / 5'7""",Argentina,261072
4226,Yusuf Erdoğan,179,Left,"171cm / 5'7""",Turkey,223136
4227,Caner Erkin,288,Left,"181cm / 5'11""",Turkey,171875
4228,Patrick Erras,273,Right,"196cm / 6'5""",Germany,231110
4229,Matías Espinoza,290,Left,"179cm / 5'10""",Paraguay,253239
4230,Michael Estrada,212,Right,"187cm / 6'2""",Ecuador,240944
4231,Nené,376,Left,"187cm / 6'2""",Portugal,251486
4232,Alieu Fadera,58,Right,"186cm / 6'1""",Gambia,263882
4233,Diego Fagundez,126,Right,"173cm / 5'8""",Uruguay,201895
4234,José Fajardo,259,Right,"180cm / 5'11""",Panama,243545
4235,Maximiliano Falcón,254,Right,"179cm / 5'10""",Uruguay,259298
4236,Wuilker Faríñez,451,Right,"180cm / 5'11""",Venezuela,228736
4237,Raúl Fernández,452,Right,"195cm / 6'5""",Spain,186680
4238,Fei Nanduo,304,Left,"175cm / 5'9""",China PR,211108
4239,Joan Femenías,245,Right,"183cm / 6'0""",Spain,251944
4240,Thiago Fernández,193,Right,"175cm / 5'9""",Argentina,275205
4241,Sebastián Ferreira,120,Right,"180cm / 5'11""",Paraguay,244832
4242,Juninho,185,Left,"187cm / 6'2""",Brazil,231104
4243,Héctor Fertoli,260,Right,"175cm / 5'9""",Argentina,222693
4244,Kiril Fesiun,156,Right,"191cm / 6'3""",Ukraine,72917
4245,Bård Finne,453,Right,"173cm / 5'8""",Norway,209264
4246,Will Fish,253,Right,"185cm / 6'1""",England,256611
4247,Mamadou Fofana,454,Right,"186cm / 6'1""",Mali,235849
4248,Lamine Fomba,198,Right,"188cm / 6'2""",France,236721
4249,Carlos Forbs,91,Left,"169cm / 5'7""",Portugal,277426
4250,Marcus Forss,330,Right,"182cm / 6'0""",Finland,241523
4251,Marlon Fossey,248,Right,"179cm / 5'10""",United States,238409
4252,Bartol Franjić,156,Left,"186cm / 6'1""",Croatia,254928
4253,Michael Frey,252,Right,"188cm / 6'2""",Switzerland,208159
4254,Christian Früchtl,78,Left,"193cm / 6'4""",Germany,235266
4255,Jay Fulton,352,Right,"186cm / 6'1""",Scotland,221890
4256,Nahuel Furtado,455,Right,"168cm / 5'6""",Uruguay,272975
4257,Samuel Galindo,456,Left,"190cm / 6'3""",Bolivia,199830
4258,Enric Gallego,364,Left,"190cm / 6'3""",Spain,243993
4259,Jonathan Galván,229,Right,"180cm / 5'11""",Argentina,226616
4260,Lucas Gamba,309,Right,"170cm / 5'7""",Argentina,226765
4261,Cristian Gamboa,191,Right,"175cm / 5'9""",Costa Rica,198553
4262,Fran Gámez,457,Right,"174cm / 5'9""",Spain,243756
4263,Damián García,174,Right,"177cm / 5'10""",Uruguay,273710
4264,Diego García,99,Right,"185cm / 6'1""",Spain,264229
4265,Imanol,110,Left,"177cm / 5'10""",Spain,263006
4266,Nicolas Gavory,349,Left,"183cm / 6'0""",France,211844
4267,Denis Genreau,127,Right,"175cm / 5'9""",Australia,236890
4268,Pieter Gerkens,277,Right,"180cm / 5'11""",Belgium,216334
4269,Willem Geubbels,302,Right,"185cm / 6'1""",France,241266
